126,Bowery Way,40.71088888888889,-74.011,9628.820109212953$12439.677252070094$15250.53439492724$18061.39153778438$20872.24868064152$23683.105823498667$26493.96296635581$29304.820109212953$29304.820109212953$26025.486775879617$22746.15344254629$19466.820109212953$19466.820109212953$22746.153442546285$26025.486775879617$29304.820109212953$29304.820109212953$26493.96296635581$23683.105823498667$20872.24868064152$18061.39153778438$15250.53439492724$12439.677252070096$9628.820109212953,5715.7484105566145$8453.748410556615$11191.748410556615$13929.748410556615$16667.748410556615$19405.74841055661$22143.748410556615$24881.748410556615$24881.748410556615$21687.41507722328$18493.08174388995$15298.748410556615$15298.748410556615$18493.081743889947$21687.41507722328$24881.748410556615$24881.748410556615$22143.748410556615$19405.748410556615$16667.748410556615$13929.748410556615$11191.748410556616$8453.748410556616$5715.7484105566145,5480.940990193512$6559.226704479226$7637.512418764941$8715.798133050655$9794.08384733637$10872.369561622083$11950.655275907799$13028.940990193512$13028.940990193512$11770.94099019351$10512.940990193514$9254.940990193512$9254.940990193512$10512.940990193512$11770.94099019351$13028.940990193512$13028.940990193512$11950.655275907799$10872.369561622083$9794.08384733637$8715.798133050655$7637.512418764942$6559.226704479227$5480.940990193512
127,Birmingham Boulevard,40.71088888888889,-74.00655555555555,8851.675220478324$11357.103791906895$13862.532363335467$16367.96093476404$18873.38950619261$21378.81807762118$23884.246649049754$26389.675220478326$26389.675220478326$23466.675220478326$20543.675220478326$17620.675220478326$17620.675220478326$20543.675220478326$23466.675220478326$26389.675220478326$26389.675220478326$23884.246649049754$21378.81807762118$18873.38950619261$16367.96093476404$13862.53236333547$11357.103791906897$8851.675220478324,5126.745354213294$7204.745354213294$9282.745354213293$11360.745354213293$13438.745354213293$15516.745354213293$17594.745354213297$19672.745354213293$19672.745354213293$17248.41202087996$14824.07868754663$12399.745354213293$12399.745354213293$14824.078687546626$17248.41202087996$19672.745354213293$19672.745354213293$17594.745354213297$15516.745354213293$13438.745354213293$11360.745354213293$9282.745354213297$7204.745354213295$5126.745354213294,7848.727283857304$10261.584426714448$12674.44156957159$15087.298712428734$17500.155855285877$19913.01299814302$22325.870141000163$24738.727283857304$24738.727283857304$21923.727283857304$19108.727283857308$16293.727283857304$16293.727283857304$19108.727283857304$21923.727283857304$24738.727283857304$24738.727283857304$22325.870141000163$19913.01299814302$17500.155855285877$15087.298712428734$12674.441569571592$10261.58442671445$7848.727283857304
128,Christopher Lane,40.71088888888889,-74.0021111111111,8011.798097403373$9824.655240260516$11637.512383117657$13450.369525974802$15263.226668831943$17076.083811689088$18888.940954546233$20701.79809740337$20701.79809740337$18586.79809740337$16471.798097403374$14356.798097403373$14356.798097403373$16471.79809740337$18586.79809740337$20701.79809740337$20701.79809740337$18888.940954546233$17076.083811689088$15263.226668831943$13450.369525974802$11637.51238311766$9824.655240260516$8011.798097403373,6789.795522381519$8872.366950952946$10954.938379524376$13037.509808095805$15120.081236667233$17202.65266523866$19285.22409381009$21367.79552238152$21367.79552238152$18938.12885571485$16508.462189048187$14078.795522381519$14078.795522381519$16508.462189048187$18938.12885571485$21367.79552238152$21367.79552238152$19285.22409381009$17202.65266523866$15120.081236667233$13037.509808095805$10954.938379524378$8872.366950952948$6789.795522381519,7564.517716693278$9327.374859550422$11090.232002407563$12853.089145264708$14615.94628812185$16378.803430978991$18141.660573836136$19904.517716693277$19904.517716693277$17847.85105002661$15791.184383359945$13734.517716693277$13734.517716693277$15791.184383359945$17847.85105002661$19904.517716693277$19904.517716693277$18141.660573836136$16378.803430978991$14615.94628812185$12853.089145264708$11090.232002407565$9327.374859550422$7564.517716693278
129,Steinway Heights,40.71088888888889,-73.99766666666666,9405.377697337837$9555.377697337837$9705.377697337837$9855.377697337837$10005.377697337837$10155.377697337837$10305.377697337837$10455.377697337837$10455.377697337837$10280.377697337837$10105.377697337837$9930.377697337837$9930.377697337837$10105.377697337837$10280.377697337837$10455.377697337837$10455.377697337837$10305.377697337837$10155.377697337837$10005.377697337837$9855.377697337837$9705.377697337837$9555.377697337837$9405.377697337837,12099.745837341601$14763.174408770174$17426.602980198746$20090.03155162732$22753.460123055884$25416.888694484456$28080.317265913032$30743.7458373416$30743.7458373416$27636.412504008265$24529.079170674937$21421.7458373416$21421.7458373416$24529.079170674933$27636.412504008265$30743.7458373416$30743.7458373416$28080.317265913032$25416.88869448446$22753.460123055884$20090.03155162732$17426.602980198746$14763.174408770174$12099.745837341601,13699.158002611242$16370.3008597541$19041.443716896956$21712.586574039815$24383.72943118267$27054.872288325525$29726.015145468387$32397.158002611242$32397.158002611242$29280.824669277907$26164.491335944578$23048.158002611242$23048.158002611242$26164.491335944575$29280.824669277907$32397.158002611242$32397.158002611242$29726.015145468387$27054.87228832553$24383.72943118267$21712.586574039815$19041.44371689696$16370.300859754101$13699.158002611242
130,Utopia Drive,40.71088888888889,-73.99322222222222,6898.059893276713$8590.917036133857$10283.774178991$11976.631321848143$13669.488464705284$15362.345607562427$17055.202750419572$18748.059893276713$18748.059893276713$16773.059893276713$14798.059893276713$12823.059893276713$12823.059893276713$14798.059893276713$16773.059893276713$18748.059893276713$18748.059893276713$17055.202750419572$15362.345607562427$13669.488464705284$11976.631321848143$10283.774178991$8590.917036133857$6898.059893276713,7178.849750153588$9466.278321582158$11753.70689301073$14041.135464439303$16328.564035867872$18615.99260729644$20903.421178725017$23190.849750153586$23190.849750153586$20522.183083486918$17853.516416820254$15184.849750153588$15184.849750153588$17853.516416820254$20522.183083486918$23190.849750153586$23190.849750153586$20903.421178725017$18615.992607296444$16328.564035867872$14041.135464439303$11753.706893010733$9466.27832158216$7178.849750153588,4274.7323113972225$4548.446597111508$4822.160882825794$5095.875168540079$5369.589454254366$5643.303739968651$5917.018025682937$6190.7323113972225$6190.7323113972225$5871.398978063889$5552.0656447305555$5232.7323113972225$5232.7323113972225$5552.0656447305555$5871.398978063889$6190.7323113972225$6190.7323113972225$5917.018025682937$5643.303739968651$5369.589454254366$5095.875168540079$4822.160882825794$4548.446597111508$4274.7323113972225
131,Birmingham Way,40.71088888888889,-73.98877777777778,4136.737312843899$5354.165884272471$6571.5944557010425$7789.023027129614$9006.451598558186$10223.880169986756$11441.308741415329$12658.7373128439$12658.7373128439$11238.403979510565$9818.070646177233$8397.7373128439$8397.7373128439$9818.070646177233$11238.403979510565$12658.7373128439$12658.7373128439$11441.308741415329$10223.880169986756$9006.451598558186$7789.023027129614$6571.594455701043$5354.165884272472$4136.737312843899,3339.7549242694345$4312.040638555149$5284.3263528408625$6256.612067126578$7228.897781412292$8201.183495698006$9173.469209983721$10145.754924269435$10145.754924269435$9011.421590936101$7877.088257602769$6742.754924269435$6742.754924269435$7877.088257602767$9011.421590936101$10145.754924269435$10145.754924269435$9173.469209983721$8201.183495698006$7228.897781412292$6256.612067126578$5284.326352840864$4312.040638555149$3339.7549242694345,6602.718252471741$9323.575395328884$12044.432538186027$14765.28968104317$17486.14682390031$20207.003966757453$22927.861109614598$25648.718252471743$25648.718252471743$22474.384919138407$19300.05158580508$16125.718252471741$16125.718252471741$19300.05158580507$22474.384919138407$25648.718252471743$25648.718252471743$22927.861109614598$20207.003966757453$17486.14682390031$14765.28968104317$12044.432538186029$9323.575395328884$6602.718252471741
132,Birmingham Parkway,40.71088888888889,-73.98433333333334,3372.80904371831$4361.666186575452$5350.523329432595$6339.3804722897385$7328.237615146882$8317.094758004023$9305.951900861168$10294.80904371831$10294.80904371831$9141.142377051643$7987.475710384977$6833.80904371831$6833.80904371831$7987.475710384976$9141.142377051643$10294.80904371831$10294.80904371831$9305.951900861168$8317.094758004025$7328.237615146882$6339.3804722897385$5350.523329432596$4361.666186575453$3372.80904371831,2657.9735333350072$3229.402104763579$3800.83067619215$4372.259247620721$4943.6878190492935$5515.116390477864$6086.544961906436$6657.973533335007$6657.973533335007$5991.30686666834$5324.640200001674$4657.973533335007$4657.973533335007$5324.640200001673$5991.30686666834$6657.973533335007$6657.973533335007$6086.544961906436$5515.116390477864$4943.6878190492935$4372.259247620721$3800.8306761921503$3229.402104763579$2657.9735333350072,6280.827911285569$9003.113625571283$11725.399339856996$14447.685054142712$17169.970768428426$19892.25648271414$22614.542196999857$25336.82791128557$25336.82791128557$22160.82791128557$18984.82791128557$15808.827911285569$15808.827911285569$18984.82791128557$22160.82791128557$25336.82791128557$25336.82791128557$22614.542196999857$19892.256482714143$17169.970768428426$14447.685054142712$11725.399339857$9003.113625571285$6280.827911285569
133,Brooklyn Street,40.71088888888889,-73.9798888888889,4371.075677592324$5708.78996330661$7046.504249020896$8384.218534735182$9721.932820449467$11059.647106163751$12397.36139187804$13735.075677592324$13735.075677592324$12174.409010925656$10613.742344258992$9053.075677592324$9053.075677592324$10613.74234425899$12174.409010925656$13735.075677592324$13735.075677592324$12397.36139187804$11059.647106163753$9721.932820449467$8384.218534735182$7046.504249020896$5708.78996330661$4371.075677592324,3620.3534037736845$3914.924832345113$4209.496260916541$4504.067689487971$4798.639118059398$5093.210546630828$5387.781975202256$5682.3534037736845$5682.3534037736845$5338.6867371070175$4995.020070440351$4651.3534037736845$4651.3534037736845$4995.0200704403505$5338.6867371070175$5682.3534037736845$5682.3534037736845$5387.781975202256$5093.210546630828$4798.639118059398$4504.067689487971$4209.496260916541$3914.924832345113$3620.3534037736845,2996.1584865649643$3468.7299151363927$3941.3013437078216$4413.87277227925$4886.4442008506785$5359.015629422107$5831.587057993536$6304.158486564964$6304.158486564964$5752.825153231631$5201.491819898298$4650.158486564964$4650.158486564964$5201.491819898298$5752.825153231631$6304.158486564964$6304.158486564964$5831.587057993536$5359.015629422107$4886.4442008506785$4413.87277227925$3941.3013437078216$3468.729915136393$2996.1584865649643
134,Maiden Way,40.71088888888889,-73.97544444444445,2948.148137806126$3480.433852091841$4012.7195663775547$4545.005280663269$5077.290994948983$5609.576709234698$6141.862423520412$6674.148137806126$6674.148137806126$6053.148137806126$5432.148137806127$4811.148137806126$4811.148137806126$5432.148137806126$6053.148137806126$6674.148137806126$6674.148137806126$6141.862423520412$5609.576709234698$5077.290994948983$4545.005280663269$4012.7195663775556$3480.433852091841$2948.148137806126,4072.358409959031$4293.215552816174$4514.072695673317$4734.92983853046$4955.786981387602$5176.644124244745$5397.5012671018885$5618.358409959032$5618.358409959032$5360.691743292365$5103.025076625698$4845.358409959032$4845.358409959032$5103.025076625698$5360.691743292365$5618.358409959032$5618.358409959032$5397.5012671018885$5176.644124244745$4955.786981387602$4734.92983853046$4514.072695673317$4293.215552816174$4072.358409959031,6283.986896012354$8547.129753155212$10810.272610298067$13073.415467440926$15336.55832458378$17599.70118172664$19862.844038869498$22125.986896012353$22125.986896012353$19485.653562679017$16845.32022934569$14204.986896012353$14204.986896012353$16845.320229345685$19485.653562679017$22125.986896012353$22125.986896012353$19862.844038869498$17599.70118172664$15336.55832458378$13073.415467440926$10810.27261029807$8547.129753155212$6283.986896012354
135,Brooklyn Lane,40.71088888888889,-73.971,1301.5981022906979$1512.4552451478407$1723.3123880049834$1934.1695308621265$2145.026673719269$2355.883816576412$2566.740959433555$2777.598102290698$2777.598102290698$2531.598102290698$2285.598102290698$2039.5981022906979$2039.5981022906979$2285.598102290698$2531.598102290698$2777.598102290698$2777.598102290698$2566.740959433555$2355.883816576412$2145.026673719269$1934.1695308621265$1723.3123880049839$1512.4552451478407$1301.5981022906979,4075.0278126447547$5534.170669787612$6993.3135269304685$8452.456384073326$9911.599241216183$11370.742098359038$12829.884955501897$14289.027812644756$14289.027812644756$12586.69447931142$10884.361145978088$9182.027812644756$9182.027812644756$10884.361145978088$12586.69447931142$14289.027812644756$14289.027812644756$12829.884955501897$11370.742098359042$9911.599241216183$8452.456384073326$6993.31352693047$5534.1706697876125$4075.0278126447547,3257.515913242851$4568.373056099994$5879.230198957136$7190.087341814279$8500.944484671423$9811.801627528564$11122.658770385708$12433.51591324285$12433.51591324285$10904.182579909517$9374.849246576185$7845.515913242851$7845.515913242851$9374.849246576183$10904.182579909517$12433.51591324285$12433.51591324285$11122.658770385708$9811.801627528564$8500.944484671423$7190.087341814279$5879.230198957137$4568.373056099994$3257.515913242851
136,Lexington Boulevard,40.71577777777778,-74.011,4340.44302709577$5740.728741381485$7141.0144556671985$8541.300169952912$9941.585884238626$11341.87159852434$12742.157312810057$14142.443027095771$14142.443027095771$12508.776360429103$10875.109693762439$9241.443027095771$9241.443027095771$10875.109693762435$12508.776360429103$14142.443027095771$14142.443027095771$12742.157312810057$11341.871598524343$9941.585884238626$8541.300169952912$7141.014455667199$5740.728741381485$4340.44302709577,1784.8200332712581$2439.962890414115$3095.1057475569723$3750.2486046998297$4405.391461842686$5060.534318985543$5715.677176128401$6370.820033271258$6370.820033271258$5606.486699937924$4842.153366604592$4077.820033271258$4077.820033271258$4842.153366604591$5606.486699937924$6370.820033271258$6370.820033271258$5715.677176128401$5060.534318985544$4405.391461842686$3750.2486046998297$3095.105747556973$2439.9628904141155$1784.8200332712581,3307.6841321818965$4314.541275039039$5321.398417896182$6328.255560753325$7335.112703610468$8341.969846467611$9348.826989324754$10355.684132181897$10355.684132181897$9181.01746551523$8006.3507988485635$6831.6841321818965$6831.6841321818965$8006.350798848563$9181.01746551523$10355.684132181897$10355.684132181897$9348.826989324754$8341.969846467611$7335.112703610468$6328.255560753325$5321.398417896183$4314.54127503904$3307.6841321818965
137,America Lane,40.71577777777778,-74.00655555555555,5456.104279552667$7211.247136695524$8966.38999383838$10721.532850981239$12476.675708124094$14231.818565266953$15986.961422409811$17742.104279552666$17742.104279552666$15694.437612885999$13646.770946219334$11599.104279552666$11599.104279552666$13646.770946219334$15694.437612885999$17742.104279552666$17742.104279552666$15986.961422409811$14231.818565266953$12476.675708124094$10721.532850981239$8966.389993838384$7211.247136695525$5456.104279552667,3815.879085182124$5317.593370896409$6819.307656610696$8321.021942324982$9822.736228039266$11324.450513753553$12826.164799467839$14327.879085182125$14327.879085182125$12575.879085182125$10823.879085182125$9071.879085182125$9071.879085182125$10823.879085182125$12575.879085182125$14327.879085182125$14327.879085182125$12826.164799467839$11324.450513753553$9822.736228039266$8321.021942324982$6819.3076566106965$5317.59337089641$3815.879085182124,2886.4668337532908$3354.4668337532908$3822.4668337532908$4290.466833753291$4758.466833753291$5226.46683375329$5694.466833753291$6162.466833753291$6162.466833753291$5616.46683375329$5070.466833753291$4524.466833753291$4524.466833753291$5070.466833753291$5616.46683375329$6162.466833753291$6162.466833753291$5694.466833753291$5226.466833753291$4758.466833753291$4290.466833753291$3822.466833753291$3354.466833753291$2886.4668337532908
138,Victory Way,40.71577777777778,-74.0021111111111,4893.327547586457$5819.898976157885$6746.4704047293135$7673.041833300743$8599.613261872171$9526.184690443599$10452.756119015028$11379.327547586458$11379.327547586458$10298.327547586456$9217.327547586458$8136.327547586457$8136.327547586457$9217.327547586458$10298.327547586456$11379.327547586458$11379.327547586458$10452.756119015028$9526.184690443599$8599.613261872171$7673.041833300743$6746.470404729314$5819.898976157885$4893.327547586457,3846.403539303681$4736.403539303681$5626.403539303681$6516.403539303681$7406.403539303681$8296.40353930368$9186.403539303681$10076.403539303681$10076.403539303681$9038.070205970347$7999.736872637015$6961.403539303681$6961.403539303681$7999.736872637014$9038.070205970347$10076.403539303681$10076.403539303681$9186.403539303681$8296.403539303681$7406.403539303681$6516.403539303681$5626.403539303681$4736.403539303681$3846.403539303681,5371.05866959529$6708.487241023861$8045.915812452433$9383.344383881005$10720.772955309574$12058.201526738147$13395.63009816672$14733.05866959529$14733.05866959529$13172.725336261956$11612.392002928624$10052.05866959529$10052.05866959529$11612.392002928622$13172.725336261956$14733.05866959529$14733.05866959529$13395.63009816672$12058.201526738147$10720.772955309574$9383.344383881005$8045.915812452434$6708.487241023862$5371.05866959529
